campaign_id,keyword_text,impressions,clicks,order,sales,cpc_fee,costs,conversion,ctr,category_name,listing_id,price,star,review_num,quantity,rank_keyword_text,discount,fetch_time
127796,Apollo-AUTO-CLOSE/SUB-CS164-20220504,15507,16,5,49.98,0.62,9.95,0.44978093833955035,0.001,千兆路由器,12817362,49.98,1,8,20,50.0,0.7080999698853185,2022-05-07
834967,CR160ASIN定位,7675,22,5,58.98,1.09,23.98,0.5691563149906653,0.0028,Gigabit Adapter,26687564,58.98,1,8,48,59.0,0.7918872061935701,2022-05-07
120154,Apollo-SKAG,4167,9,3,30.99,1.51,13.59,0.6407145675716762,0.0021,router,245608962,30.99,1,8,66,31.0,0.806738767698483,2022-05-07
249709,B09SZ8J53Q-EXACT,3046,16,3,17.99,1.86,29.82,0.08264419062538297,0.0052,Adapter target,110554332,17.99,1,6,24,18.0,0.8180205351940188,2022-05-07
163024,接收器,483,3,3,29.99,0.9,2.7,0.646198363730294,0.0062,wifi Adapter,667543292,29.99,2,6,56,30.0,0.776156111514489,2022-05-07
269656,Apollo-SKAG-front,2135,9,3,29.99,1.35,12.13,0.13980357622596037,0.0042,Gigabit wifi Adapter,99620250,29.99,3,8,4,30.0,0.5229176824703842,2022-05-07
517413,Apollo-RES-TP-PC001-20220425,3825,9,3,13.99,0.77,6.97,0.42274141617170813,0.0023,wifi Adapter,75405307,13.99,3,8,11,14.0,0.5767390122909177,2022-05-07
153603,RES-AUTO-LOW-CLOSE/SUB-PC001-20220427,8003,45,3,13.99,0.86,38.73,0.4158121314893311,0.0056,百兆网卡,517212578,13.99,1,8,19,14.0,0.8160338610732372,2022-05-07
138295,Apollo-SKAG-welcome,14093,17,7,56.97,1.89,32.11,0.6173939082455896,0.0012,router2,880485874,56.97,1,8,69,57.0,0.789623428072761,2022-05-07
415297,Apollo-SKAG-welcome,8286,7,5,54.98,1.12,7.86,0.17565857754400174,0.0008,IPV6 网络,75915503,54.98,1,8,49,55.0,0.7467089172255088,2022-05-07
260621,Apollo-SKAG-outdoor,3566,9,3,28.99,1.46,13.14,0.47084109078141073,0.0025,dual router2,125266276,28.99,3,8,40,29.0,0.7822803416734365,2022-05-07
158776,mini,1623,17,5,29.98,0.86,14.68,0.5541016748556692,0.0104,Gigabit WIFI,428645226,29.98,4,12,92,30.0,0.6541913219695513,2022-05-07
270747,Apollo-SBV-Microfiber-keyword,2028,12,3,18.99,1.07,12.82,0.2625187757294701,0.0059,600m router,813462820,18.99,4,8,62,19.0,0.8835937033234196,2022-05-07
135717,WIFI,3168,13,5,30.98,0.73,9.46,0.27549025825392487,0.0041,900m router,311791191,30.98,1,12,37,31.0,0.7638341311803731,2022-05-07
144221,WiFi,4743,44,17,120.92,0.95,41.66,0.765447710418044,0.0092,Gigabit WIFI,487008223450,120.92,4,12,20,121.0,0.7871765589696974,2022-05-08
144332,WiFi,1454,11,3,16.99,1.72,18.89,0.3150676997633042,0.0075,auto-dual adapter,245915818446,16.99,1,12,23,17.0,0.5653258605072213,2022-05-08
315578,scratch,1551,6,3,13.99,2.65,15.9,0.2694342526324991,0.0038,auto-dual 300m adapter,23857442,13.99,3,13,102,14.0,0.6991463889612534,2022-05-08
144375,WIFI,8356,17,5,30.98,0.53,8.95,0.7374044097769286,0.002,IPV6,470570573388,30.98,3,12,37,31.0,0.50811548735639,2022-05-08
144310,Wi-Fi,3188,9,3,14.99,1.21,10.85,0.12588829959192305,0.0028,多网卡,992478425164,14.99,4,12,12,15.0,0.6851758911061702,2022-05-08
168958,600M,24870,34,17,121.92,1.41,48.01,0.13744463082976766,0.0013,Gigabit网卡,144141792,121.92,1,12,9,122.0,0.8490779440843965,2022-05-08
142076,600M,3831,11,3,14.99,1.16,12.77,0.43048926852561736,0.0028,IPV6,991311560,14.99,2,12,67,15.0,0.6657459225716713,2022-05-08
231458,600M,1052,9,5,29.98,1.09,9.85,0.6637775468872453,0.0085,WIFI test,924395779,29.98,2,12,17,30.0,0.8564124912725315,2022-05-08
227150,600M,10795,26,5,29.98,1.43,37.15,0.07429419406060678,0.0024,百兆网卡,653805389,29.98,3,12,68,30.0,0.7413676893534213,2022-05-08
151627,2,418,3,3,15.99,1.61,4.82,0.07483578221893714,0.0071,dual router 2 ,230367866,15.99,4,9,98,16.0,0.7145962490254161,2022-05-08
169811,1,433,2,3,15.99,1.8,3.6,0.5863692999830405,0.0046,百兆路由器,15053238,15.99,4,9,11,16.0,0.7906750948134942,2022-05-08
163320,B077XJB1Z8,3230,12,5,30.98,0.83,9.9,0.5519366126876248,0.0037,wifi Adapter,461518403,30.98,1,12,12,31.0,0.6334604999138781,2022-05-08
168365,B08MKVHF3L_moonsash-reflective-gear_SP_auto_数魔_3192,8551,18,3,15.99,1.14,20.46,0.010319822127749923,0.0021,WIFI test,82785590,15.99,1,9,49,16.0,0.7644383101271142,2022-05-08
641429,2,507,2,3,15.99,1.25,2.5,0.2369789785268835,0.0039,Adapter target contorl,2364649,15.99,1,9,72,16.0,0.8190059150496131,2022-05-08
158776,mini,1334,14,5,29.98,1.09,15.3,0.02103397252428172,0.0104,IPV62,428645226,29.98,3,12,99,30.0,0.8795112073001319,2022-05-08
817061,1900,10134,4,3,34.99,1.36,5.44,0.4467183081560377,0.0003,auto router,81138388,34.99,4,6,68,35.0,0.8041966219013854,2022-05-08
180615,1200兆单双根天线-manual,3014,10,5,35.98,1.25,12.52,0.28797665839083936,0.0033,logo Adapter,198548908,35.98,4,6,32,36.0,0.5818521634859548,2022-05-08
120154,Apollo-SKAG,4515,9,7,87.97,1.51,13.59,0.07780228748169003,0.0019,wifi Adapter,245608962,87.97,1,8,10,88.0,0.8093618194863168,2022-05-08
237020,Apollo-SKAG-door,12228,10,3,24.99,1.27,12.66,0.36222050446184967,0.0008,600m router,898750768,24.99,3,8,78,25.0,0.5058798938712105,2022-05-08
249709,B09SZ8J53Q-EXACT,2363,15,3,17.99,2.03,30.5,0.1458000837543179,0.0063,WIFI,110554332,17.99,3,6,21,18.0,0.8745813849677738,2022-05-08
211311,Apollo-RES-keyword,4374,13,9,109.96,1.34,17.36,0.7777141259656781,0.0029,Gigabit WIFI,755081416,109.96,4,8,2,110.0,0.5921022960983151,2022-05-08
236811,Apollo-SKAG-welcome,17494,15,5,44.98,1.81,27.09,0.43970236285502845,0.0008,Gigabit WIFI,654405390,44.98,2,8,12,45.0,0.5302067105462183,2022-05-08
233540,Apollo-SKAG-door,4661,12,7,75.97,1.57,18.88,0.2842802163247498,0.0025,700m router,370040427,75.97,2,8,16,76.0,0.5929326059816415,2022-05-08
171609,Apollo-SKAG-front,6592,18,3,19.99,1.14,20.46,0.8682823914287574,0.0027,IPV4,183474156,19.99,4,8,43,20.0,0.8429604628427936,2022-05-08
269656,Apollo-SKAG-front,3033,9,7,69.97,1.34,12.08,0.1826113864125794,0.0029,auto-dual 500m adapter,99620250,69.97,1,8,41,70.0,0.8593029528161679,2022-05-08
517413,Apollo-RES-TP-PC001-20220425,2415,10,5,51.98,0.8,7.97,0.22027185487134818,0.0041,网卡,75405307,51.98,4,8,38,52.0,0.6782342126993952,2022-05-08
144254,Brand,17447,10,3,16.99,0.99,9.91,0.48795803412548333,0.0005,dual router 2 ,230579922424,16.99,3,8,52,17.0,0.8692489419527099,2022-05-08
147448,Apollo-SKAG-door,13799,14,5,59.98,0.98,13.72,0.20007940329133056,0.001,IPV6,679341509,59.98,3,8,49,60.0,0.6763558287596217,2022-05-08
251003,Apollo-RES-HT-CS164-20220504,5426,15,3,16.99,1.26,18.94,0.8743737894521901,0.0027,auto-dual adapter,60502799,16.99,3,8,98,17.0,0.8123975544563602,2022-05-08
153603,RES-AUTO-LOW-CLOSE/SUB-PC001-20220427,11630,49,11,104.95,0.92,45.21,0.02336101451421659,0.0042,Gigabit WIFI,517212578,104.95,1,8,82,105.0,0.7455133832169467,2022-05-08
148912,Apollo-PAT-PC001-20220424,667,2,3,13.99,0.84,1.67,0.5134055091953496,0.0029,Gigabit wifi Adapter,570806445,13.99,3,8,84,14.0,0.5286239822303737,2022-05-08
204472,Apollo-SKAG-welcome,30234,16,3,24.99,1.41,22.58,0.7378285149935839,0.0005,百兆网卡,246458624,24.99,1,8,100,25.0,0.8386104887617145,2022-05-08
138295,Apollo-SKAG-welcome,14067,16,11,81.95,1.94,30.96,0.39495029638244633,0.0011,Gigabit网卡,880485874,81.95,4,8,100,82.0,0.7639400277758808,2022-05-08
252228,door,1506,9,3,29.99,1.33,11.98,0.2479153294971776,0.0059,wifi Adapter,90320952,29.99,1,8,17,30.0,0.7805763652930677,2022-05-08
260621,Apollo-SKAG-outdoor,3898,8,5,58.98,1.41,11.29,0.6165588478969443,0.002,Adapter target test,125266276,58.98,1,8,78,59.0,0.869109655331139,2022-05-08
184683,600兆mini,977,8,3,14.99,1.28,10.24,0.8667305543946704,0.0081,fast router2,73573020,14.99,1,6,41,15.0,0.8475849386710972,2022-05-08
135717,WIFI,2426,12,5,29.98,0.82,9.86,0.49412014730361714,0.0049,IPV6,311791191,29.98,2,12,19,30.0,0.6130050544474512,2022-05-08
369945,paper,2813,10,3,13.99,1.01,10.13,0.5166684244172053,0.0035,auto router,18108279,13.99,1,13,61,14.0,0.8876193826881936,2022-05-09
163320,B077XJB1Z8,2017,10,5,30.98,0.98,9.83,0.7424672738512251,0.0049,600m router,461518403,30.98,4,12,44,31.0,0.5297509687137942,2022-05-09
315578,scratch,2069,6,3,13.99,3.08,18.49,0.1648058894337791,0.0028,千兆路由器,23857442,13.99,3,13,95,14.0,0.5152864723857136,2022-05-09
219588,600M,2798,7,5,29.98,0.96,6.72,0.28577770417060916,0.0025,auto-dual 500m adapter,681602305,29.98,4,12,43,30.0,0.8380687749439778,2022-05-09
144221,WiFi,5656,54,11,76.95,0.93,50.35,0.5366950359043787,0.0095,wifi Adapter,487008223450,76.95,2,12,19,77.0,0.7691758339472143,2022-05-09
144332,WiFi,2640,13,3,34.99,1.51,19.63,0.6331914448615219,0.0049,600m router,245915818446,34.99,2,12,54,35.0,0.7008234459390135,2022-05-09
168958,600M,23328,17,5,30.98,1.48,25.18,0.1199601275721586,0.0007,wifi Adapter,144141792,30.98,4,12,42,31.0,0.7626838421092708,2022-05-09
227150,600M,11846,29,13,89.94,1.23,35.69,0.2960820774763464,0.0024,slow router,653805389,89.94,3,12,75,90.0,0.7167380068916496,2022-05-09
118422,mix1-手动广告,1430,15,3,12.69,0.38,5.73,0.6464522739273695,0.0104,auto-dual 300m adapter,454125624,12.69,2,10,50,13.0,0.7861830487477823,2022-05-09
303321,1,355,2,5,31.98,0.92,1.84,0.16519157572808438,0.0056,Adapter target,610862,31.98,3,9,4,32.0,0.6222365030404571,2022-05-09
151627,2,463,5,3,15.99,1.5,7.51,0.10403004713189076,0.0107,slow router,230367866,15.99,3,9,61,16.0,0.5042371504895251,2022-05-09
181197,Apollo-SKAG-outdoor,5280,17,3,29.99,1.29,21.86,0.27419175737069174,0.0032,IPV4,814880224,29.99,4,8,67,30.0,0.7376237615696739,2022-05-09
701095,2,210,1,3,15.99,1.2,1.2,0.4826801029127177,0.0047,Gigabit网卡,72714197,15.99,2,9,98,16.0,0.5634954385734858,2022-05-09
211311,Apollo-RES-keyword,4546,14,5,40.98,1.42,19.82,0.49604471572608266,0.003,网卡,755081416,40.98,3,8,64,41.0,0.5158181750918531,2022-05-09
236811,Apollo-SKAG-welcome,11428,14,5,58.98,1.84,25.8,0.1741796628382347,0.0012,wifi Adapter,654405390,58.98,4,8,14,59.0,0.8382170000435176,2022-05-09
158776,mini,1436,16,3,16.99,0.98,15.61,0.763068817021379,0.0111,logo Adapter,428645226,16.99,4,12,50,17.0,0.883724825843353,2022-05-09
144841,AD,9899,15,3,34.99,1.38,20.72,0.3758501408644458,0.0015,dual router 3,185973908,34.99,4,6,63,35.0,0.7010937349787881,2022-05-09
171609,Apollo-SKAG-front,4870,18,5,61.98,1.13,20.36,0.27459479234589157,0.0036,Adapter,183474156,61.98,1,8,48,62.0,0.55446912380208,2022-05-09
817061,1900,5712,6,3,34.99,1.4,8.39,0.6560617041326139,0.001,auto-dual adapter,81138388,34.99,2,6,101,35.0,0.7189349307121662,2022-05-09
517413,Apollo-RES-TP-PC001-20220425,1997,8,3,29.99,0.9,7.2,0.5497758014883117,0.004,auto-dual 300m adapter,75405307,29.99,3,8,36,30.0,0.8928109316132102,2022-05-09
249709,B09SZ8J53Q-EXACT,7059,16,7,53.97,1.87,29.98,0.8699468177537846,0.0022,auto-dual adapter,110554332,53.97,3,6,33,54.0,0.7113041710267453,2022-05-09
455388,Apollo-keyword,2458,13,3,28.99,1.25,16.23,0.19723143482440816,0.0052,auto router,47836569,28.99,2,8,68,29.0,0.8485837342169211,2022-05-09
147448,Apollo-SKAG-door,3949,14,3,13.99,0.98,13.72,0.3262330146797569,0.0035,wifi Adapter,679341509,13.99,1,8,74,14.0,0.5829277554396673,2022-05-09
163024,接收器,724,3,3,29.99,0.86,2.57,0.5965494905883837,0.0041,网卡,667543292,29.99,1,6,5,30.0,0.5224613134422212,2022-05-09
167830,Apollo-Catch,537,9,5,61.98,1.21,10.87,0.42467075340365373,0.0167,auto wifi Adapter,698349542,61.98,2,8,55,62.0,0.6888732355429795,2022-05-09
172386,Apollo-SKAG-outdoor,2295,12,3,17.99,1.3,15.55,0.7261562560364139,0.0052,IPV6 网络,87080403,17.99,2,8,80,18.0,0.7300481911509349,2022-05-09
222779,Apollo-SKAG-indoor,3763,9,5,41.98,0.66,5.97,0.03342501855134721,0.0023,Gigabit WIFI,969110237,41.98,2,8,28,42.0,0.6069101829203508,2022-05-09
153603,RES-AUTO-LOW-CLOSE/SUB-PC001-20220427,10693,47,5,39.98,1.0,47.03,0.8708542522699028,0.0043,IPV6,517212578,39.98,2,8,52,40.0,0.635433183356545,2022-05-09
148912,Apollo-PAT-PC001-20220424,911,2,3,13.99,0.7,1.39,0.2592798833670745,0.0021,千兆路由器,570806445,13.99,3,8,45,14.0,0.5508236781113001,2022-05-09
144254,Brand,8837,11,7,88.97,0.93,10.19,0.7865580413630313,0.0012,Gigabit网卡,230579922424,88.97,1,8,40,89.0,0.5493227244829542,2022-05-09
280987,PC001超纤维视频广告,881,16,3,39.98,1.08,17.22,0.17632264205208176,0.0181,auto-dual adapter,854506003,39.98,3,8,82,40.0,0.6272353010793419,2022-05-09
267806,Apollo-kw,4141,15,9,149.96,1.26,18.95,0.16322945430701866,0.0036,auto Adapter target,869012352,149.96,1,8,88,150.0,0.7119297961341163,2022-05-09
213147,Apollo-TSS-HT-KEYWORD,3090,12,5,61.98,1.13,13.59,0.1955985292029741,0.0038,IPV4,125869145,61.98,2,8,2,62.0,0.7669206664000985,2022-05-09
444557,Apollo-TSS-LT-KEYWORD,2362,11,5,49.98,1.19,13.09,0.5485821300771496,0.0046,router,53400301,49.98,3,8,73,50.0,0.5012549429701103,2022-05-09
168958,600M,20881,24,5,29.98,1.43,34.34,0.33466477788693194,0.0011,WIFI2,144141792,29.98,4,12,20,30.0,0.6626218992438502,2022-05-10
247647,AD,1528,5,3,149.99,3.21,16.05,0.4357820758798754,0.0032,auto-dual adapter,12456680,149.99,2,12,11,150.0,0.7665948753620478,2022-05-10
155352,600M,5902,20,13,89.94,2.44,48.73,0.7830995377791162,0.0033,Adapter2,494266093,89.94,2,12,64,90.0,0.8436074483455702,2022-05-10
118374,AD,6175,10,3,149.99,2.33,23.32,0.8061004767717814,0.0016,600m router,492905847,149.99,2,12,44,150.0,0.7443659332312691,2022-05-10
369945,paper,2308,12,3,13.99,1.84,22.11,0.4483955872933599,0.0051,网卡,18108279,13.99,4,13,42,14.0,0.5581020712507333,2022-05-10
227150,600M,12137,21,5,29.98,1.5,31.46,0.12350182713760081,0.0017,dual router,653805389,29.98,3,12,48,30.0,0.7639042669594491,2022-05-10
166485,scratch,960,3,3,13.99,3.17,9.5,0.6643081645336124,0.0031,百兆网卡,47889933,13.99,1,13,21,14.0,0.6160837844804894,2022-05-10
163320,B077XJB1Z8,5563,15,3,15.99,0.69,10.38,0.7416591984444839,0.0026,auto-dual adapter,461518403,15.99,1,12,45,16.0,0.5925243862181695,2022-05-10
219588,600M,2346,11,5,30.98,0.78,8.54,0.5010501472288853,0.0046,千兆路由器,681602305,30.98,1,12,65,31.0,0.6359247277482021,2022-05-10
144221,WiFi,5503,52,15,98.94,0.99,51.36,0.55299557445871,0.0094,Gigabit WIFI,487008223450,98.94,2,12,26,99.0,0.7919556657537572,2022-05-10
144332,WiFi,2378,24,5,86.97,1.32,31.66,0.5251062111824749,0.01,auto-dual adapter,245915818446,86.97,3,12,95,87.0,0.5127921579752399,2022-05-10
144375,WIFI,12415,20,3,15.99,0.5,10.08,0.879810595427075,0.0016,路由器,470570573388,15.99,1,12,47,16.0,0.5165150298769288,2022-05-10
189828,Mix1-自动投放,27143,27,3,9.99,0.13,3.49,0.10878376024781156,0.0009,测试路由器,65620456,9.99,1,10,47,10.0,0.7211325466852619,2022-05-10
181197,Apollo-SKAG-outdoor,1802,17,5,38.98,1.25,21.33,0.11328768205402409,0.0094,router,814880224,38.98,2,8,72,39.0,0.7201982331023704,2022-05-10
127796,Apollo-AUTO-CLOSE/SUB-CS164-20220504,15334,17,3,69.99,0.65,11.12,0.2834965632313869,0.0011,多网卡,12817362,69.99,2,8,77,70.0,0.8334796610729404,2022-05-10
834967,CR160ASIN定位,7284,24,13,162.94,1.12,26.79,0.043316211393692246,0.0032,wifi Adapter,26687564,162.94,4,8,59,163.0,0.5930928604499097,2022-05-10
120154,Apollo-SKAG,6286,13,9,112.96,1.48,19.19,0.47078878613036707,0.002,Adapter target,245608962,112.96,1,8,94,113.0,0.8470089384285419,2022-05-10
211311,Apollo-RES-keyword,6855,15,7,41.97,1.38,20.7,0.4082052986813989,0.0021,auto-dual adapter,755081416,41.97,1,8,63,42.0,0.5259818547826758,2022-05-10
145305,Apollo-PAT-CS164-20220426,613,5,3,29.99,1.0,5.0,0.4698996431688676,0.0081,fast router2,314808519,29.99,3,8,25,30.0,0.6358164470097467,2022-05-10
267806,Apollo-kw,3125,15,3,29.99,1.24,18.59,0.13574090530459612,0.0048,网卡,869012352,29.99,4,8,22,30.0,0.8569011122005099,2022-05-10
213147,Apollo-TSS-HT-KEYWORD,2574,10,3,29.99,1.15,11.48,0.5634759641653314,0.0038,slow router,125869145,29.99,4,8,59,30.0,0.6838680053507663,2022-05-10
157684,Apollo-DATADRIVEN-Exact-M-PC00101-GR-S-20220505-7ac2ba45-2,631,4,7,60.97,1.33,5.3,0.1647040682358055,0.0063,IPV6,688036566,60.97,2,8,55,61.0,0.6237587394536297,2022-05-10
251003,Apollo-RES-HT-CS164-20220504,2244,15,3,16.99,1.2,17.99,0.6598498647533607,0.0066,800m router,60502799,16.99,1,8,44,17.0,0.7274456559816054,2022-05-10
167830,Apollo-Catch,338,8,3,19.99,1.2,9.6,0.07842891511381252,0.0236,Adapter target,698349542,19.99,2,8,56,20.0,0.5530403992460617,2022-05-10
172386,Apollo-SKAG-outdoor,1287,10,3,20.99,1.3,13.0,0.4683858285771916,0.0077,测试路由器,87080403,20.99,4,8,68,21.0,0.8993553036052258,2022-05-10
153603,RES-AUTO-LOW-CLOSE/SUB-PC001-20220427,12876,57,19,225.91,1.07,60.8,0.2536842377578611,0.0044,wifi Adapter,517212578,225.91,4,8,2,226.0,0.7326386826209018,2022-05-10
148912,Apollo-PAT-PC001-20220424,696,3,3,13.99,0.85,2.54,0.838961060700693,0.0043,IPV42,570806445,13.99,1,8,62,14.0,0.5365754232700128,2022-05-10
444557,Apollo-TSS-LT-KEYWORD,3311,10,3,20.99,1.2,12.0,0.787270201160464,0.003,logo Adapter,53400301,20.99,4,8,34,21.0,0.8428921732688458,2022-05-10
260621,Apollo-SKAG-outdoor,2147,9,3,28.99,1.46,13.14,0.7430099437917291,0.0041,WIFI contorl,125266276,28.99,3,8,44,29.0,0.7158035584096486,2022-05-10
249709,B09SZ8J53Q-EXACT,4862,15,3,18.99,2.02,30.29,0.5358927935213461,0.003,百兆网卡,110554332,18.99,2,6,72,19.0,0.8888355370023759,2022-05-10
270747,Apollo-SBV-Microfiber-keyword,1796,13,3,19.99,1.0,13.01,0.1169781292896187,0.0072,wifi Adapter,813462820,19.99,4,8,53,20.0,0.7818143304090714,2022-05-10
939576,1300兆磨砂长款-manual,2602,2,3,14.99,1.1,2.2,0.05124998459954012,0.0007,Gigabit WIFI,62470304,14.99,1,6,83,15.0,0.5972977777068956,2022-05-10
280987,PC001超纤维视频广告,959,17,3,19.99,1.02,17.32,0.5362456147502587,0.0177,auto-dual 500m adapter,854506003,19.99,1,8,49,20.0,0.7879037416850847,2022-05-10
539314,1200/1900,2388,9,3,28.02,1.39,12.51,0.24105003631713642,0.0037,上网卡,41245804,28.02,3,4,102,28.0,0.5152801206938702,2022-05-10
168958,600M,16508,28,11,74.95,1.91,53.46,0.47958150378905273,0.0016,auto-dual adapter,144141792,74.95,4,12,68,75.0,0.7820587334828757,2022-05-11
231458,600M,465,4,3,14.99,0.82,3.26,0.5624761369355292,0.0086,WIFI2,924395779,14.99,1,12,35,15.0,0.8222632846253952,2022-05-11
227150,600M,11110,16,9,59.96,1.63,26.12,0.35417350355660193,0.0014,百兆路由器,653805389,59.96,3,12,58,60.0,0.5210929802580083,2022-05-11
369945,paper,2152,9,7,41.97,1.83,16.51,0.7823654020624611,0.0041,Gigabit router Adapter,18108279,41.97,3,13,32,42.0,0.7305556499498367,2022-05-11
315578,scratch,2179,1,3,13.99,1.74,1.74,0.6178484793154606,0.0004,Gigabit WIFI,23857442,13.99,3,13,90,14.0,0.6764402588198787,2022-05-11
144221,WiFi,4927,38,5,50.97,0.91,34.59,0.2451127505196418,0.0077,模拟路由器,487008223450,50.97,2,12,66,51.0,0.8565810554907571,2022-05-11
144310,Wi-Fi,2310,5,3,15.99,1.93,9.63,0.6078177140942974,0.0021,路由器,992478425164,15.99,1,12,98,16.0,0.6730334320108664,2022-05-11
151627,2,414,9,5,31.98,1.71,15.36,0.47415045640351533,0.0217,wifi Adapter,230367866,31.98,1,9,75,32.0,0.8065032481747725,2022-05-11
189828,Mix1-自动投放,31437,28,3,6.59,0.13,3.65,0.10464631580769036,0.0008,600m router,65620456,6.59,4,10,2,7.0,0.519016075915693,2022-05-11
169811,1,439,6,3,15.99,1.43,8.57,0.6251079180702677,0.0136,wifi Adapter,15053238,15.99,3,9,77,16.0,0.8716274488717582,2022-05-11
168365,B08MKVHF3L_moonsash-reflective-gear_SP_auto_数魔_3192,9033,13,3,15.99,1.08,14.08,0.8962710459376145,0.0014,Adapter target test,82785590,15.99,4,9,31,16.0,0.6146654262237541,2022-05-11
641429,2,686,3,3,15.99,1.11,3.34,0.8843892895093318,0.0043,Adapter target,2364649,15.99,3,9,15,16.0,0.8678803591155325,2022-05-11
144703,1,1626,8,3,15.99,1.32,10.55,0.864687825405161,0.0049,Adapter,269003006,15.99,4,9,69,16.0,0.5192155852073054,2022-05-11
181197,Apollo-SKAG-outdoor,6616,25,3,19.99,1.28,31.97,0.8897646200951801,0.0037,IPV6,814880224,19.99,2,8,76,20.0,0.8948631691255546,2022-05-11
127796,Apollo-AUTO-CLOSE/SUB-CS164-20220504,10714,24,3,29.99,0.65,15.61,0.7944275980452077,0.0022,auto Adapter target,12817362,29.99,2,8,52,30.0,0.5557486540740957,2022-05-11
132483,Apollo-TSS-LT-KEYWORD,7749,13,3,18.99,1.04,13.56,0.1517097796136178,0.0016,router,639877758,18.99,1,8,83,19.0,0.7043155636430916,2022-05-11
286829,Apollo-DATADRIVEN-Phrase-M-PC00101-GR-S-20220505-7ac2ba45-1,4986,11,5,38.98,1.33,14.64,0.08677467671499278,0.0022,auto-dual adapter,86881533,38.98,4,8,86,39.0,0.6455281752146917,2022-05-11
169778,Apollo-TSS-LT-KEYWORD,3384,11,3,19.99,1.21,13.36,0.126450512292714,0.0032,测试路由器,170399028,19.99,4,8,9,20.0,0.8951455472630362,2022-05-11
236811,Apollo-SKAG-welcome,9616,14,3,28.99,1.77,24.73,0.8392345627369353,0.0014,auto wifi Adapter,654405390,28.99,1,8,20,29.0,0.8189313996148638,2022-05-11
267806,Apollo-kw,3525,14,3,69.99,1.2,16.85,0.22492987640497675,0.0039,auto-dual wifi,869012352,69.99,4,8,86,70.0,0.8907428688785455,2022-05-11
171609,Apollo-SKAG-front,8579,13,5,61.98,1.12,14.59,0.5347767515856195,0.0015,百兆路由器,183474156,61.98,2,8,9,62.0,0.7304617382574062,2022-05-11
269656,Apollo-SKAG-front,6746,11,7,79.97,1.19,13.06,0.3078075198182205,0.0016,WIFI test,99620250,79.97,4,8,55,80.0,0.7832578459791992,2022-05-11
455388,Apollo-keyword,5162,10,3,29.99,1.26,12.63,0.32866461761287546,0.0019,dual router2,47836569,29.99,3,8,92,30.0,0.8771300504383581,2022-05-11
157684,Apollo-DATADRIVEN-Exact-M-PC00101-GR-S-20220505-7ac2ba45-2,1622,3,3,19.99,1.73,5.18,0.08340741446000553,0.0018,dual router,688036566,19.99,3,8,61,20.0,0.8466095816285264,2022-05-11
158776,mini,1472,13,5,30.98,1.0,13.03,0.6373452267335195,0.0088,WIFI test,428645226,30.98,3,12,72,31.0,0.8096941510064035,2022-05-11
153603,RES-AUTO-LOW-CLOSE/SUB-PC001-20220427,16122,47,7,80.97,1.16,54.37,0.16380208560760995,0.0029,路由器,517212578,80.97,1,8,10,81.0,0.5636827241470401,2022-05-11
147300,AUTO-MID-CLOSE/SUB-PC001-20220511,9419,20,3,19.99,0.82,16.45,0.4502276792882389,0.0021,模拟路由器,327353519,19.99,4,8,85,20.0,0.8423452461601957,2022-05-11
307319,Apollo-TSS-HT-KEYWORD,3708,13,7,69.97,1.0,13.06,0.04685927087000471,0.0035,测试路由器,76422839,69.97,1,8,21,70.0,0.5453077963394712,2022-05-11
171190,Apollo-kw-CS164-20220510,7374,16,5,59.98,1.1,17.64,0.1294553315312209,0.0021,router,206796572,59.98,3,8,14,60.0,0.5195937670917098,2022-05-11
144841,AD,4913,16,3,34.99,1.32,21.12,0.27718137060520337,0.0032,WIFI2,185973908,34.99,1,6,2,35.0,0.5833007870344717,2022-05-11
280987,PC001超纤维视频广告,986,18,7,97.95,1.11,19.91,0.14735220772453436,0.0182,wifi Adapter,854506003,97.95,1,8,58,98.0,0.5271319407983396,2022-05-11
939576,1300兆磨砂长款-manual,4010,6,3,14.99,1.27,7.6,0.8312459213519116,0.0014,模拟路由器,62470304,14.99,2,6,95,15.0,0.7442510971250328,2022-05-11
539314,1200/1900,877,8,3,28.02,1.53,12.22,0.41605272513454944,0.0091,600m router,41245804,28.02,2,4,65,28.0,0.6802404655447517,2022-05-11
315578,scratch,3657,6,3,13.99,2.08,12.45,0.7928609016425254,0.0016,router,23857442,13.99,1,13,22,14.0,0.5346316025263583,2022-05-12
168958,600M,13906,32,7,45.97,1.88,60.25,0.8910431697214464,0.0023,测试路由器,144141792,45.97,3,12,76,46.0,0.7987519555052862,2022-05-12
155352,600M,7723,16,9,59.96,3.16,50.52,0.39254453480493146,0.002,wifi Adapter,494266093,59.96,4,12,80,60.0,0.7533885062858792,2022-05-12
227150,600M,10409,23,3,14.99,1.64,37.63,0.4277364277730895,0.0022,auto-dual adapter,653805389,14.99,4,12,82,15.0,0.6033684566286415,2022-05-12
144221,WiFi,4404,39,5,31.98,0.92,35.9,0.6832881643723385,0.0088,auto router,487008223450,31.98,4,12,60,32.0,0.5375700246986478,2022-05-12
144332,WiFi,3244,9,3,34.99,1.14,10.24,0.42209149618770525,0.0027,wifi Adapter,245915818446,34.99,2,12,100,35.0,0.7513431748849968,2022-05-12
